HUC8,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
15050304,358.7744446,453.211731,298.2023315,400.3100281,295.0483093,323.012085,408.9284363,375.4692383,457.4085083,422.5653687,373.4787598,300.9138794,337.6310425,373.8843994,357.7197266,289.4654846,363.1128845,294.9758911,340.0951538,401.2327881,542.3555298,336.8988647,326.6310425,327.3096008,459.399231,643.6317749,580.1011963,436.9034119,408.6697998,337.878479,355.9995422,254.4261475,488.9013367,352.1034546,549.5688477,367.495575,371.3806763,313.3612061,297.255127,291.5015564,374.1557312,337.9207458,380.147644,318.5247803,199.8152008,350.4430847,332.4268799,272.5621033,344.3504333,310.2853394,349.0009766,260.3200378,376.4417419,448.9005127,312.9317322,321.538269,366.0296021,454.4750671,392.3278198,320.1092834,404.2909546,473.5322876,180.5980225,345.4363098,336.6943359
15050305,249.6157837,363.6494751,236.0097656,312.9446106,233.0372009,244.1277466,327.8040466,317.7308044,328.372406,345.9760132,299.121521,224.0613098,267.2158508,270.1037903,305.0672302,210.0407104,300.3031921,217.7562256,285.7183228,295.9522705,461.349823,290.9660645,238.5026703,242.0053558,384.2797546,484.6932373,472.2919006,337.2566528,298.5712585,260.216095,263.7528687,189.6094818,381.6331482,275.4782715,447.7463379,302.6235352,300.1733398,240.8190002,216.0888062,217.3620758,291.2672119,244.1619415,291.8346558,249.0606079,144.7783203,272.7084351,264.4417114,211.537323,249.9907227,227.7710114,269.0921021,198.6112823,281.4152527,331.9793396,232.7768707,260.5338745,285.1021729,347.4391174,297.9043579,230.3101196,315.1509399,347.4520569,132.4737549,250.703476,281.0829468
15050306,209.0833282,325.4933472,215.1743774,279.1208801,201.9376984,218.5727539,283.7647095,302.7477112,280.860321,312.8718872,273.1808167,200.5286255,240.3745117,216.7123413,274.0548706,184.0118256,263.9471436,183.6662292,265.006012,252.4427185,443.2830505,266.5585022,203.0994873,207.3486786,351.9040222,424.4432068,422.9421387,309.3877869,255.8730469,240.180542,233.8307343,162.9809113,330.2450562,248.3193817,394.7156982,274.9118652,264.8466492,205.5065155,173.7003784,179.1946564,259.4975891,199.5646362,249.827301,218.7403259,118.5512924,246.0763092,241.9770813,189.1898804,200.9434814,192.9338989,233.0798187,173.3711853,244.2707977,269.1190796,202.4886475,244.5225067,245.2194519,299.7375488,259.6783752,190.826828,271.8583984,353.2910461,131.3323059,223.591095,254.5482178
15060106,303.5357056,337.9315186,267.0459595,271.1410522,243.4897919,296.3009338,308.1900635,428.5920105,376.0162964,349.6412964,446.0244446,294.4992065,276.7998962,252.9452209,312.1470337,295.0071106,319.0827026,244.4038239,317.673584,272.7502136,586.3920288,382.3093872,347.0667419,290.2587585,451.2140808,518.2145386,455.2688599,433.0072327,369.3342285,375.4523926,327.6142883,247.8927765,403.15448,398.1369324,540.487793,425.2842407,360.6497803,334.8283997,240.758606,260.9951782,374.2919922,235.0057831,319.8162537,306.3830566,138.4938812,309.6188049,368.2498474,300.5108643,245.4547577,288.7467041,361.4073181,251.3032379,342.8124084,277.3113708,253.6236725,338.7069702,295.9826965,387.8094788,335.8795471,213.3071442,306.3254089,461.7506104,210.9029541,410.617218,282.0100708
15070101,150.8906708,244.5066986,139.0202179,193.4511566,143.1624603,167.2684021,206.513031,280.1362915,205.411972,251.3969879,222.662674,165.673172,180.3938293,148.9823151,188.4609985,150.1879272,191.8818817,132.4512787,210.0340729,186.9723511,389.2143555,213.7636566,169.4940033,153.6220093,286.8930969,304.6604614,324.7444458,244.2338257,196.3518219,210.1108704,186.7056427,127.8694916,236.6195526,209.8327789,334.0514832,238.7189331,212.2076874,157.735199,121.048584,141.9416046,208.4218903,136.3644714,178.6259308,163.2926636,83.76354218,188.2240295,205.5382996,159.8413696,129.11026,152.8752136,175.7420349,136.8505707,189.5112762,169.4270325,156.6769562,200.6574402,176.8452911,218.5690765,196.2679138,131.377594,184.4963379,300.8928833,110.8886795,152.8677826,152.1311798
15070201,98.224617,140.686615,88.86322021,113.770401,84.69293976,185.6347046,111.4773941,209.3033752,109.7943115,197.657486,119.5816422,143.0973663,121.1396637,108.1453247,136.708786,110.8478241,101.2681274,73.73191833,204.222168,174.3816223,276.7147522,170.7763824,114.2126007,107.3570786,206.1580353,215.6656952,226.2303925,161.3935394,120.7135315,146.9047699,126.3167419,126.0888672,144.7874451,150.6038055,243.5495605,162.4289093,173.0163422,88.73744202,74.54451752,139.293457,147.3717041,87.74945068,95.33377838,95.39331818,49.94540024,111.6496124,156.0341339,114.7258301,62.77752686,82.33094788,80.67777252,86.86889648,117.6806793,112.9027863,116.5157013,132.643158,123.4460144,164.0323639,137.4691315,95.03451538,133.7445984,214.4831543,93.69967651,85.42879486,64.29444122
15070202,145.0030975,244.5151978,155.3043976,200.4352264,145.309906,179.829071,197.2698059,254.6569061,191.3235016,257.9176331,179.298111,160.5387573,176.1582336,140.2020874,184.2224426,138.0356445,174.7082367,122.4887772,212.1680908,199.2054749,356.7553101,205.3547821,136.3988037,151.5978546,264.1282959,311.7441101,319.1368713,230.0007629,163.4283142,186.2164612,166.6172485,142.4949493,215.091629,179.8669586,290.4969788,215.7441406,201.0336456,123.7333298,104.3262177,137.0375366,186.5687103,124.9681244,163.8350525,145.7367554,75.16525269,174.5890961,178.2729187,138.9157257,112.9892349,118.6617889,140.7701416,118.3557053,167.9716034,173.2180939,146.2266693,184.8490143,175.3043213,215.6253662,182.8647614,126.2960663,177.3188324,285.4049377,95.19658661,130.4448395,129.5508728
15070203,125.8014297,212.1713257,137.9585724,176.200058,129.073349,184.2391968,165.271637,226.8495941,156.6069946,232.6773682,142.946579,148.1660614,155.1537018,125.5021362,170.683075,122.7406464,143.5520477,100.2891388,206.2728119,197.4038086,311.3967896,186.7590942,113.4554291,133.1995239,231.7316284,283.7166748,274.2327271,193.4642792,132.6949005,162.0232544,140.4233856,150.9211273,183.8001404,157.171051,251.5579529,187.419632,184.0201721,101.9072189,89.80240631,131.3549042,165.065918,105.5514679,140.0066833,121.9347534,64.22110748,147.9885406,160.9060669,122.459938,93.39321136,94.92195129,109.0934448,100.2795868,143.6235657,155.1069489,124.9814377,158.409729,157.6019592,196.2355804,160.2357483,111.966774,157.9225311,247.1099701,86.77280426,114.364563,100.1910629
15030107,45.23899078,67.17826843,42.47040939,67.19064331,43.42193985,129.1648712,55.47409439,132.2505341,44.18763733,118.3962708,67.7126236,101.1987686,66.14490509,69.92965698,94.93280029,75.52138519,48.14349365,37.29664993,147.0312805,141.6331787,187.6272583,140.6535034,73.58478546,69.74464417,153.5413055,146.773407,132.4458008,83.85774231,57.70049667,89.71024323,78.1529541,95.23071289,85.23777008,100.3322144,165.4416504,110.3286591,116.0590286,49.62572098,41.97684479,90.84619141,80.16557312,39.40103149,49.38473129,51.50379562,22.51925659,59.38191223,109.0414352,81.99945831,25.40456009,42.55660629,41.65226746,57.41511536,77.60157776,65.8393631,73.42349243,70.66909027,80.62702179,100.8327789,90.81143951,66.66989136,84.97759247,130.5070038,89.25756073,58.33522034,25.79470825
15030108,46.78672028,69.05422974,42.94805145,65.89797974,43.39858246,142.2435608,58.63896942,129.4691925,44.44040298,128.7840881,73.86839294,105.8139648,70.94442749,80.28498077,105.2153244,81.30876923,50.75923538,38.85965729,161.1734314,141.3869476,192.0474396,146.7181549,74.26156616,73.37345123,158.2274628,159.2994995,138.2869568,89.56403351,60.60111618,93.13150024,76.50682831,100.7106094,91.95893097,102.9931259,164.5856476,113.39505,119.4446487,48.57868195,44.38463974,90.71884918,88.79105377,43.95626831,56.04192734,55.8635788,24.08771133,67.30210876,111.9609985,84.62324524,29.36479378,42.81520844,42.80965805,56.5856514,81.02740479,73.78746033,75.3015976,76.59650421,83.96801758,108.4740524,93.83162689,70.21340179,91.91879272,133.5345917,84.88530731,58.39020157,31.47695732
15050202,448.4334412,503.0030823,325.6952209,439.7104492,327.0827332,347.4139404,414.8700562,426.6491699,481.3518372,441.7677307,360.2753296,336.1147461,327.1975403,419.3336487,391.5457458,332.0648193,371.7427979,332.4319153,348.6768799,499.7865295,516.1945801,338.1480713,341.3426514,385.9439697,463.266449,652.5394897,591.6126099,490.3583069,474.7123718,398.6748352,447.1498718,294.2804871,518.109436,433.7503967,562.621582,370.1085815,419.0387573,347.1516418,371.239563,376.3384705,358.0979614,386.9434814,436.1076355,339.8424377,269.159729,331.7074585,375.1880188,308.9868469,393.3850098,391.5626526,376.661377,302.2791748,432.0342712,460.8556824,341.2118835,341.6965332,391.6287842,519.7400513,441.7800293,395.6936035,433.4624634,534.4196777,238.0066376,461.3059082,418.7292786
15080101,254.1222534,389.7904053,274.7391052,339.5354614,235.7510223,249.4717712,317.556366,313.7199707,340.6213379,349.9273376,277.9273071,227.7100677,288.282196,257.2292786,294.489502,211.4430389,292.0209045,208.9796295,292.9107056,312.6585083,466.3996277,283.1931152,221.1918793,248.9098511,369.3769531,522.4664307,470.2650146,338.8826294,287.0035706,257.9792175,255.3575592,184.5236816,375.0116882,262.9489746,416.444397,294.5591431,284.1097717,225.3804474,201.9818726,204.9976959,287.3037109,237.5038757,281.5553284,240.6387024,141.8742218,285.7819824,253.3279419,204.798172,237.0798035,210.0992584,254.4256744,191.0035553,276.3005371,325.9327393,234.0920258,262.9976807,284.5556641,346.6812439,292.9310608,234.9328918,308.8285522,380.2584839,141.5099182,228.8011169,277.9169312
15080102,178.3663177,311.7915039,212.1790466,262.828186,184.9489288,202.2888336,231.7192383,255.4575348,240.7692108,274.9222412,192.2870331,174.7928009,215.3935394,176.4714508,228.0551758,155.3325806,209.6088867,140.7984467,232.6334534,249.4797058,385.9432678,228.0547485,150.1799164,179.9848938,286.6316833,403.6973877,362.3151245,258.1630249,191.7711792,197.561264,183.1685333,175.7126312,258.9134827,196.2144775,303.007782,238.4367828,223.212677,147.3032532,128.3214417,153.1916046,209.4168701,146.3714294,203.3518982,166.4420319,90.3098526,202.4507904,196.7980347,156.7565155,143.4590454,129.7155914,161.5726624,132.0676117,193.9656219,222.0873413,162.0911102,196.7620087,216.0239258,260.7504272,210.4631348,161.1119537,221.921051,293.3349609,111.1989517,163.0019073,149.8858948
15080103,104.2534256,179.781662,116.5722885,149.1807098,113.0113525,180.4105988,132.2388153,197.084549,119.2054214,204.332489,118.8284073,141.7462769,132.942276,116.3818512,161.3736572,111.7058563,116.766571,79.24649811,198.5064545,194.4532776,276.083313,176.2418823,95.08843231,114.9240875,204.5320435,258.9338989,228.5313721,153.3008575,103.1095505,137.651123,114.9612045,146.5992737,158.5567017,139.1956482,221.1743469,163.6772614,168.0490112,82.16895294,75.68210602,119.761795,143.6521149,85.19689941,119.8782501,102.3474121,52.53965378,122.6584778,149.3940277,109.0956116,74.52508545,76.63095856,85.4041748,85.4617157,123.6009674,135.4301758,107.5311737,133.3562164,139.9225769,176.2021637,140.6062164,100.5196838,138.6232452,203.201004,81.63329315,97.96986389,85.41766357
15030101,174.4958191,168.3790131,126.2816467,94.26670837,81.00508881,135.4187775,70.87995148,224.8398438,125.4023666,140.7553253,111.9090958,157.3584595,128.8513489,104.5819855,133.0831757,153.6265259,134.7831573,98.86621094,178.0310059,161.6966705,335.9031067,222.5935059,193.0628815,142.5876465,215.8058929,235.4704742,232.1108246,146.1831207,167.1593323,162.6932373,164.6447601,92.52494049,167.4562836,190.97052,295.3447876,181.4761963,197.1024475,142.4096985,100.9623642,159.0642853,178.8569794,108.1232452,107.7117386,109.3555908,48.00245285,139.5247498,235.6520538,166.1548309,61.49016571,102.2113876,108.8007355,106.0621185,136.6689606,97.90697479,193.3886871,115.0428848,112.1580658,172.272522,133.8943634,118.9270172,145.3368683,226.5828857,84.91474152,95.79066467,91.38070679
15080200,469.7254028,598.2559814,420.3326416,526.3764038,352.065094,405.9165649,481.3659973,428.7558899,587.4438477,488.0361633,442.3293457,400.9832764,432.7593079,492.3669128,406.9337463,392.381958,440.1436768,373.1904907,422.4809875,517.8163452,634.559082,392.140625,400.0952759,438.4425049,526.208252,839.7221069,666.578125,516.5593262,520.7921753,430.2582092,471.5713501,321.987915,614.4420776,451.35495,661.1851807,428.0576477,434.9614563,393.1438293,372.5420837,374.245575,467.7368774,432.0661011,489.6167908,385.7567749,281.2810974,451.2106628,412.6495361,332.2744141,429.4117432,396.6858826,437.3710938,319.7601318,473.9232483,554.8769531,411.9796143,406.3634338,451.0440369,573.2539063,503.8571777,413.7898865,503.0811157,657.2199707,263.7097473,452.7321777,403.5232239
15080301,445.5465088,462.0192566,312.8497009,421.5687256,314.2284241,322.7166443,379.4780884,419.7605591,460.6950073,410.3642883,354.730011,318.4913025,290.9614258,387.2290344,394.7276001,313.4364014,353.2525024,324.0823364,328.5556946,507.7698669,474.7067871,329.3710938,302.9386597,393.6721802,418.3937378,602.1972656,550.3903809,484.2989197,473.8684692,397.4295044,441.1520081,288.968811,487.3570862,446.7568359,513.0876465,353.664032,398.3277893,319.8727112,364.7843628,374.6952209,315.309845,364.8913269,412.9685974,315.1598816,281.9872437,293.4706116,378.9019165,290.7630005,381.8091736,373.6683655,365.0732727,297.5898743,409.6373291,417.5688782,320.715332,339.2695618,372.1582947,509.9900818,425.4646301,408.1392517,410.1889343,524.6820679,249.7514038,398.4610291,416.4699402
15040006,400.8434448,359.0256653,274.1815491,379.8027344,307.2774658,293.5456543,333.4958496,381.6492004,369.6491089,325.7538147,309.2640076,266.262085,239.3490753,294.0122681,355.8046875,274.94104,298.4352112,292.3637695,285.7507629,421.2083435,422.4377747,310.6739807,269.7914124,358.5305481,386.5282593,549.3104248,446.8164368,447.2810364,422.5710754,371.009491,375.9436035,233.0402527,412.7876587,404.5098877,452.1417542,318.043396,369.4399719,279.2816772,337.3551636,349.9533691,294.65625,291.3846436,344.6351013,259.7132263,247.6875153,245.6083527,357.3005981,266.2931213,342.4546509,333.1285706,324.7145386,272.124176,357.7235107,358.652771,263.0909729,295.3287354,341.0620422,456.9693909,363.0164185,315.3914795,361.3776855,454.7756348,237.5779724,345.3092041,345.3276062
15030104,96.08050537,115.6406326,75.58654022,82.97470093,61.83810806,156.8056335,66.49115753,186.0301819,90.08488464,147.1022491,94.62350464,130.6325836,99.18376923,83.15415192,112.361908,105.9050293,77.39148712,53.74238968,182.2325134,164.4772186,254.3950043,162.0768433,125.6050491,94.55843353,181.877243,186.2552795,186.0544434,132.3672638,117.9263687,120.908226,124.6888351,103.3648529,122.7917099,143.6042023,239.2717438,146.1676788,163.1307831,84.04210663,69.55236816,134.3335266,120.1032944,70.09001923,66.25322723,80.60675812,37.28364944,89.65888977,155.3189545,115.4610519,41.79919434,69.73382568,65.59415436,81.69097137,99.78553772,84.97104645,111.7846909,99.93847656,102.8393631,135.5222321,118.4690323,93.58016968,116.7134781,169.8923645,79.03832245,58.47345352,48.4507103
15040002,416.2758789,354.2251282,293.2670288,401.5576477,340.259552,304.5647278,355.9309082,408.1242065,391.0274353,336.9236755,329.5952148,281.5515747,236.0446014,282.290802,367.045929,289.8974915,302.192688,322.4971924,285.3520813,395.3508606,439.282196,350.8684387,292.8742065,357.3963318,410.5218506,552.8936768,437.9843445,466.5230103,451.9821777,397.3746643,383.6662598,226.2985229,418.901001,415.7763367,467.0516663,353.5909729,387.4588928,288.9545898,360.4837646,366.3618164,315.0152588,296.1719055,340.943634,271.3437195,270.559021,248.402771,382.9825134,280.1767273,365.8519897,353.6999817,340.3907776,289.1727905,363.2228394,356.2874451,266.2117004,313.9127808,359.7581787,474.716217,368.6725464,309.2470703,365.4637756,426.0498352,217.520401,324.3422852,352.158844
15040003,474.9595947,387.686615,318.062439,436.0559082,368.0785522,339.0293884,384.8082275,427.3054199,404.004303,357.5513306,372.0233154,304.3244324,269.7621765,306.6275635,408.9721375,320.901123,337.0402527,348.8864746,326.3187866,462.9697266,460.5071106,354.7215576,300.4576721,418.7041626,433.4717102,611.453125,489.3710022,518.6852417,490.8308411,431.0412292,424.0755615,259.9117432,477.8518066,467.5346985,490.6169739,353.9498901,411.9512939,318.7463379,391.1653748,411.4344788,348.8284302,331.5436401,381.35849,293.6090698,289.8692627,269.7608948,427.4129028,305.9369812,402.9824829,379.1303711,367.3315735,313.248291,408.4366455,395.38974,294.8288269,342.1161499,392.8432617,525.588562,414.482666,365.4415283,405.0087585,492.8899231,306.6918945,356.7253113,395.4057007
15080302,447.8169861,417.8610535,290.8018494,381.8883362,302.8458252,302.7011414,360.900116,398.3909607,415.0214844,370.2442627,339.6014099,291.9928589,263.1846619,342.0187073,387.2405701,302.6116943,334.1633606,312.7944641,315.0826721,485.4086914,440.5926819,310.8962708,275.1856689,397.6114807,379.3509827,566.7493286,514.5151978,457.9444275,456.8573608,379.6054993,409.0203857,268.2860718,465.9057617,449.7670593,476.9696655,342.1234741,369.754364,294.4332275,343.6459961,358.9602661,288.1036682,336.9693604,376.619751,284.8500977,279.0831299,271.3822632,373.0856323,278.3243103,381.4132385,350.6878052,354.9425354,286.5582275,386.447876,376.5734558,295.9794617,338.2288208,353.3507385,489.644165,396.5767517,399.9130249,375.3323364,508.6790771,260.822113,356.8476257,341.5574951
15010002,347.795166,246.4485016,292.6296997,261.8406067,214.7367706,280.3659363,230.0593414,388.3975525,296.2391968,310.8626099,330.3303223,339.4117126,292.5505676,250.100296,291.479248,278.0968933,254.7157745,262.2887573,250.2733612,257.644104,410.1673584,340.3182678,371.1712036,356.644165,411.7605896,449.2640686,334.3686218,329.5072937,328.9727783,357.593689,311.0383606,188.0729218,321.7644348,324.109436,383.6116943,315.2675781,299.2342529,343.1905518,265.0512085,361.8835754,409.3961182,276.8078308,261.7232361,249.9883423,174.4085999,269.5975647,406.414978,312.5685425,221.4178619,247.9801483,270.7549744,189.8544922,332.7371521,251.6160431,365.4196472,274.96875,249.7770996,392.6678162,287.5435486,234.1863403,280.073822,384.2008362,157.5945435,321.37323,294.618927
15010004,405.601593,274.0145264,364.5417786,288.6953735,276.1984558,317.5256042,298.507843,453.2901001,331.1248169,348.0402527,360.9507446,391.7954712,351.2072449,295.5943604,324.8017578,297.3186035,280.8173523,306.8936462,285.9212952,279.2269287,361.6246033,331.6819153,371.3891602,406.3594971,423.1530151,503.6268616,301.8864746,382.4058533,385.5552063,404.8501892,345.6004639,213.6732635,390.7168884,376.1455383,412.3847656,329.8260803,319.0317383,372.8383179,287.2582092,383.1994019,463.2670593,339.0470886,300.0717773,293.6511536,236.6329651,328.0572205,444.6729736,336.3049316,277.3764038,263.0101929,314.9008789,214.0726624,380.2826843,291.6110535,357.1531067,345.3320313,292.2827148,471.679657,309.8952637,263.112854,318.6152344,422.3903503,189.5541229,368.8670044,347.23172
15010007,307.4950562,264.565033,227.4545441,195.1798553,156.7315826,233.832428,168.0830688,369.9203491,236.2810211,251.729599,242.0529785,278.3427734,243.7801514,221.3862762,249.8437042,250.3941803,230.2059174,187.1965332,280.0228271,245.9772339,468.7865295,356.8423157,312.6042175,262.6152344,355.2616577,391.4187012,359.6127014,280.7405701,286.3282166,291.3936157,272.3689575,158.6761932,314.9558105,313.1647034,397.8283691,271.7014771,276.0673828,245.5017853,182.406311,265.7104187,315.0852661,210.7127075,201.6884766,185.1213989,100.6233673,229.8786621,374.7599792,269.0126648,146.7587128,210.35495,211.6022797,170.7003174,247.3491669,184.1399536,347.0318909,215.0345459,194.9281921,313.5063782,237.3092041,187.2186737,240.6710205,316.7262878,140.7214203,229.3092804,219.8527832
15010009,356.6589966,230.421875,301.0297546,282.6510315,232.8694,301.7479553,240.5248566,419.2319641,300.2325134,362.045105,345.6958923,381.1330261,319.2412415,261.3489075,315.228363,319.6464539,270.0665588,288.9406738,235.5009918,264.3262024,436.2268677,363.42276,423.0980225,364.7904358,442.7260742,502.9730225,316.8496704,364.6044922,338.6741333,383.5054321,335.8109131,209.1386719,284.7553101,318.3868103,372.4301147,344.5115356,337.8837585,402.5128784,330.7835083,399.881012,470.8713074,271.7854919,301.4780884,279.1338501,186.2929535,277.6472778,396.4194336,362.2089844,249.9325104,234.7605133,288.2409058,186.0508118,377.105957,297.1929016,383.4978333,278.5978088,271.8662415,406.0357056,316.2613831,287.7875061,301.0935669,465.405304,209.5454407,327.2833557,276.8771362
15020002,319.5078125,318.9520874,221.4384613,273.5798035,260.5212097,259.0797119,339.3963928,311.6116943,249.69104,287.9300537,320.3385925,303.5070496,200.3097992,270.0350647,305.8499756,267.7815552,260.8503113,309.076355,280.8279724,327.0282593,320.0996094,303.8175049,305.4354553,304.3268127,354.1212769,384.6360168,438.677002,338.8957825,361.3380432,331.1742859,330.0308838,205.7107239,300.4494629,266.2070618,426.5384827,302.7854919,318.6147461,231.6249847,270.361145,300.0139771,308.2498169,302.4606323,276.948822,275.0543823,244.2022095,229.730072,280.7232361,227.8917847,266.7978821,237.0577087,289.6216431,185.7694702,278.2409363,256.273407,238.9309235,300.0263977,279.7099915,446.8526611,291.908783,213.1531982,309.532074,331.6101379,207.9298553,278.8793335,353.5757751
15020007,236.7816315,260.4803162,172.5901947,215.859314,202.8814392,216.1137085,277.4569397,262.2332153,192.9563141,211.6033783,261.5880737,236.4797516,160.3807983,208.0990448,246.6774445,220.2588959,212.0773468,229.8540802,212.9180298,253.9900513,253.6915436,244.745697,240.8838806,242.8188782,295.1489868,305.614624,339.0757141,282.7697144,284.0122986,271.7667542,273.3573303,151.25177,236.2177582,197.2542725,344.6512451,244.1947632,250.8442993,185.5414581,203.909317,262.3600769,244.8541565,238.731369,219.2156219,203.2090607,191.5259399,179.8845978,233.1936493,189.862381,204.4365082,176.7866669,230.2697601,133.0215912,229.2281342,202.0013428,182.2446747,242.4443665,226.0368042,361.0903931,229.5604095,157.5985565,249.8520203,279.3386841,148.1289368,230.4380341,254.2010193
15020008,319.1033325,300.0508423,263.0015564,260.363678,259.5512085,289.954071,313.8229675,357.1845703,284.0914917,299.7745056,317.5580444,331.3283081,250.5550537,264.6023254,296.4875183,272.2980957,259.7431641,288.9950256,298.1969604,310.1366577,296.0068665,303.5896301,303.1020508,335.3683777,361.1075134,393.7430115,389.7154236,368.3132935,360.6142578,366.5895386,326.2402649,222.4610443,340.1322021,300.3861694,435.7495728,321.9025574,305.8522339,266.1228027,262.3055725,294.8566589,339.936615,303.795929,257.7530823,258.1331482,193.6577606,268.7446594,321.4671326,250.9217224,268.0964966,218.7308044,305.0166321,190.6553192,319.546875,269.8236389,254.2434845,325.4021912,272.0428162,451.3006592,304.0447998,207.4941406,295.102417,354.2251892,189.5135651,321.1027527,316.7089844
15020011,217.6769867,241.4528809,193.0831909,224.8132172,204.4118347,235.5677338,263.5979309,295.0166626,222.1002655,216.4111938,275.6403809,257.4381104,184.8240051,197.5562897,240.2298431,240.7341309,213.6953888,218.819519,209.2956543,239.8568115,252.8527679,238.6638947,248.3676758,249.7456512,304.0446167,321.4454651,303.4638672,319.0065613,288.0292053,302.8286438,285.3404541,149.9132843,244.4055176,202.7423706,348.2213135,263.5621338,237.4875793,205.9956512,194.8671112,274.0785828,264.362915,245.0282745,219.4164734,195.2715607,195.7917023,198.1363068,252.7917175,214.9388428,200.7644806,173.7366943,240.5244293,136.0486755,268.6911926,204.206543,188.0431213,267.1417236,218.6707611,374.5324097,233.5015259,168.3416443,238.8892975,299.137146,124.9844589,251.2160492,246.7676392
15020016,279.834259,211.9554901,260.8989258,223.0557098,210.7500305,237.3806915,217.7823334,326.9512634,249.4002991,260.7602234,257.3332825,271.8211365,233.8936615,215.0411987,242.4667053,229.4908447,202.9104309,218.9350586,203.0955963,216.5054779,241.9945679,258.0074158,270.5975952,306.295166,313.0138855,337.487854,241.3180084,274.3172913,281.6917419,300.6190491,247.9425812,155.9644318,283.403717,261.7331238,323.0888977,262.9873657,241.1875458,246.0276337,210.6858826,272.6347656,310.3991394,249.2565308,211.039032,205.2786407,174.381424,234.0594177,318.1221313,232.955658,204.5139923,199.3363342,237.0091858,158.1269073,280.7651672,212.4526825,223.1329041,265.4241028,219.1700745,360.8014221,228.6961975,165.5762634,222.9353027,266.815155,133.9204254,233.4999237,251.5499115
15020017,198.5467529,180.1871185,202.7025299,198.1004791,178.8861847,213.3430481,198.5740051,278.8000793,220.8596497,209.2957001,242.1842957,227.7192535,182.9470215,172.589798,209.0920715,223.7020111,170.1365051,181.8223114,164.6195984,187.2660217,214.6319885,227.9863739,238.5262604,246.3288269,288.3554382,297.9805603,212.8562622,272.340332,237.8878784,268.3765869,232.781601,123.7122955,218.3141632,200.2275391,310.0141296,244.0601044,209.2004089,201.6069336,173.9691467,242.8441925,252.5579376,215.5257416,188.1207581,177.016861,165.1327972,186.7672729,268.7969055,201.7245636,168.7647552,161.5579071,211.5169983,131.3072205,253.1976318,183.8552551,174.2255096,239.6958771,196.492569,324.0882874,203.5237885,141.990097,199.4104462,221.7284546,101.5170822,215.7359772,210.0153503
15020018,191.4811707,162.8877411,203.0252686,191.9488831,173.3865814,196.3742371,169.8975983,273.250885,220.9931641,213.7727051,229.7737732,229.4717102,188.1591339,160.6074982,201.7560883,218.0281067,157.3714294,174.0646973,145.123764,161.2166901,216.5897217,228.6753845,251.8638153,248.6635895,279.8031921,306.8342285,172.376297,263.9879761,224.8990326,251.9161835,212.6003571,113.1294708,193.5924225,194.2516479,284.9739075,235.4501343,198.0127869,206.4502563,169.1068726,245.2378998,257.3004761,206.1543579,190.6029358,176.8296661,168.8281403,188.7801514,272.3676758,210.334549,161.2417297,159.7193298,198.8473511,133.5422058,266.7103577,180.3841705,170.130188,236.315033,196.1178589,306.6043701,197.9031372,143.3633423,192.2043762,210.4620209,104.328537,201.818634,212.1784668
15030201,343.7446594,312.302948,268.6385193,253.2299805,210.990448,294.8385315,246.5273743,485.6126099,307.6865845,308.3051758,328.1123962,338.4371948,309.56427,291.3447876,307.1008911,297.9997864,272.5474243,211.0861511,331.2409363,287.0230713,509.8509216,384.350647,352.7829285,323.4021606,414.1261902,454.2823486,386.6868286,370.347229,363.6712646,346.7213135,338.9723511,200.2784119,402.8368225,380.2619324,466.0227966,321.6864014,332.7495117,287.6234741,225.0600891,309.6889648,358.8371582,256.6681824,240.8191833,237.5671539,133.1582489,269.9793091,423.6294861,321.8328552,191.7188263,267.1765442,278.7573853,211.5575562,303.6413879,237.0408783,372.1566772,289.5124207,251.268631,383.2792358,302.7195129,235.1191711,300.1033325,383.4471741,174.9672241,288.0340881,285.329895
15060201,424.3847656,315.793457,352.0076904,314.9935303,281.3132019,332.866333,333.8308411,516.3861694,340.838501,341.1935425,415.9613647,414.8061523,389.4877319,346.1461792,365.3241272,335.0348511,308.2720642,282.2310181,354.8670044,319.2985229,423.6837463,389.1222839,382.1126099,404.1803589,463.5053101,517.6104736,366.2996521,406.3098145,425.4715576,426.1301575,349.1481323,238.9732208,469.6949158,430.902832,462.4885254,339.0526428,342.4828796,352.7683105,289.1877747,366.2752686,445.8218994,330.7041626,303.0426941,283.4655457,195.4615784,323.8084106,465.1219482,360.2016296,290.2078857,321.7473755,365.4610596,243.138855,394.7481384,297.3685913,395.1433105,358.9683228,305.9526978,482.7559204,351.5900879,269.0012512,351.8097229,436.278595,200.3166504,395.9474182,366.9343872
